,index,name,position,total_distance,total_time,category3
685,685,가나점보돈까쓰,경기 남양주시 오남읍 양지로278번길 42 가동 102호,27870.0,22262.0,돈가스
686,686,,,,,
687,687,홍윤곰탕,경기 하남시 조정대로 45 미사센텀비즈R142,3576.0,2843.0,한식당
688,688,할머니가래떡볶이 미사호수공원점,경기 하남시 미사강변중앙로 219 레이크힐 104호,1472.0,1224.0,분식
689,689,,,,,
690,690,미소야 미사역점,경기 하남시 미사강변남로 125 101동 110호,1856.0,1470.0,돈가스
691,691,더피쉬워크샵,경기 하남시 미사강변동로 95,1690.0,1360.0,해물
692,692,,,,,
693,693,,,,,
694,694,기영이 숯불두마리치킨 하남미사점,경기 하남시 미사강변대로 84 1층 112호,2699.0,2157.0,치킨
695,695,한상차림 코다리명가 하남점,경기 하남시 하남대로 947 A동 138호,4059.0,3364.0,해물
696,696,,,,,
697,697,청년어부 미사역점,경기 하남시 미사강변남로 125 마이움푸르지오 102동 115호,1856.0,1470.0,일식집
698,698,달리감자탕,경기 하남시 미사강변한강로 290-3 상가 A동 207호,1378.0,1111.0,식당
699,699,77년생 곱도리 전골식당 미사직영점,경기 하남시 미사강변동로84번길 29 미사역헤리움애비뉴어 1층 미사 맛집 77년생 곱도리,1828.0,1421.0,한식당
700,700,,,,,
701,701,치킨갱스터 미사점,경기 하남시 미사강변한강로 135 다동 2층 222호,490.0,358.0,치킨
702,702,육감적,경기 하남시 미사강변한강로158번길 67 미사빌딩 1층,701.0,546.0,고기
703,703,베스트생갈비찜&찜닭(하남점),경기 하남시 미사강변대로34번안길 19,3039.0,2400.0,한식당
704,704,테이블린 미사현대1차점,경기 하남시 미사대로 550 현대지식산업센터 한강미사1차 2층 39호,2268.0,1853.0,중국집
705,705,,,,,
706,706,파이 앤 브레드(Pie & Bread),경기 하남시 미사강변한강로 270-1,1335.0,1082.0,베이커리
707,707,온달집 미사역점,경기 하남시 미사강변동로 95 힐스테이트 미사역 그랑파사쥬 1층 1020호 1021호,1690.0,1360.0,고기
708,708,,,,,
709,709,,,,,
710,710,스푸키(Spookie),경기 하남시 미사강변서로 16 RB 173,3427.0,2738.0,카페
711,711,포케올데이 하남미사점,경기 하남시 미사강변북로30번길 13 1층,1419.0,1157.0,야채
712,712,,,,,
713,713,강남집 하남점,경기 하남시 감일백제로 177 1층 115 116호,9754.0,7629.0,고기
714,714,착한파스타 하남미사점,경기 하남시 미사강변대로226번길 26 1층,1247.0,1104.0,양식
715,715,마마쿡 미사점,경기 하남시 미사강변대로226번안길 35 청담프라자 1층,1377.0,1197.0,식당
716,716,카페시나몬가든,서울 강동구 고덕로 266 1층 108호,5129.0,4128.0,카페
717,717,산드르 한방약초 샤브,경기 하남시 미사동로40번길 75-7 . 1층,1449.0,1181.0,한식당
718,718,,,,,
719,719,청년다방 감일점,경기 하남시 감일백제로 161 월드퍼스티 110호,9924.0,7779.0,분식
720,720,,,,,
721,721,,,,,
722,722,홍미닭발 하남미사점,경기 하남시 미사강변중앙로204번길 21 1층 104-2호 홍미닭발 하남미사점,1488.0,1235.0,고기
723,723,,,,,
724,724,신선미 미사리우동(하남감일점),경기 하남시 신우실로 61,9726.0,7570.0,분식
725,725,,,,,
726,726,혼밥대왕 하남점,경기 하남시 미사강변중앙로7번안길 25 유테크밸리 B동 105호,3697.0,3076.0,한식당
727,727,주덜트,경기 하남시 미사강변동로 95 힐스테이트 미사역 그랑파사쥬 1035호,1690.0,1360.0,식당
728,728,주싸롱,경기 하남시 하남대로801번길 74 1층 101호,4922.0,3954.0,식당
729,729,,,,,
730,730,슬로우캘리 하남미사점,경기 하남시 미사강변중앙로 180 힐스테이트 미사역 그랑파사쥬 1층 1021호,1821.0,1444.0,야채
731,731,,,,,
732,732,마라의 민족 미사점,경기 하남시 미사강변한강로158번안길 37 102호,487.0,422.0,중국집
733,733,,,,,
734,734,피자하우스 미사스마트밸리점,경기 하남시 미사강변서로 16 1층 R148호,3427.0,2738.0,피자
735,735,제줏간 미사역점,경기 하남시 미사강변중앙로 164 미타워 102호 103호 104호,2036.0,1626.0,고기
736,736,,,,,
737,737,조인 더 클럽,경기 하남시 아리수로 570 1층 1079호 조인더클럽,1212.0,1008.0,
738,738,더피제리아마켓,경기 하남시 미사강변북로30번길 129 1층,1560.0,1262.0,피자
739,739,하루엔소쿠 감일마크베르점,경기 하남시 감일중앙로 80 1층 1081호,9417.0,7360.0,돈가스
740,740,,,,,
741,741,,,,,
742,742,아빠찜 미사역점,경기 하남시 미사강변중앙로 200 114호 아빠찜 미사역점,1573.0,1269.0,해물
743,743,미뜸,경기 하남시 미사강변중앙로 189 에코브리지2 3층 311호 미뜸,1787.0,1448.0,한식당
744,744,,,,,
745,745,키치 플레이트,경기 하남시 미사강변중앙로 189 에코브리지2 102호 키치플레이트,1787.0,1448.0,양식
746,746,두숫놈,경기 하남시 하남대로 795,4665.0,3735.0,식당
747,747,푸라닭 하남감일점,경기 하남시 신우실로 65,9733.0,7605.0,치킨
748,748,프랭크버거 하남미사점,경기 하남시 미사강변동로84번길 29 미사역 헤리운 애비뉴어 1층 120호,1828.0,1421.0,햄버거
749,749,고집센 만두전골 두루치기,경기 하남시 미사강변한강로 135 다동 2층 202 203호 공원쪽,490.0,358.0,한식당
750,750,,,,,
751,751,BBQ 하남미사역점,경기 하남시 미사강변중앙로198번길 29 미사푸르지오시티 B동 1층 B-106호,1490.0,1210.0,치킨
752,752,,,,,
753,753,장가짜장 24시,경기 하남시 신장로 156,4600.0,3634.0,중국집
754,754,,,,,
755,755,식껍 하남감일점,경기 하남시 감일백제로180번길 20 105호,9671.0,7542.0,고기
756,756,,,,,
757,757,일품양평해장국 하남아이테코점,경기 하남시 조정대로 150 1층 R111호 R112호,2921.0,2404.0,해장국
758,758,프리티플레저,경기 하남시 미사강변중앙로 190 216호,1735.0,1382.0,베이커리
759,759,국밥쟁이(풍산점),경기 하남시 조정대로 45 지하1층 알비110호,3576.0,2843.0,한식당
760,760,파스타어때 하남미사본점,경기 하남시 미사강변동로 125,1351.0,1108.0,양식
761,761,,,,,
762,762,,,,,
763,763,보길도황칠면역삼계탕,경기 하남시 미사강변남로 125 마이움푸르지오시티 101동 2층 209호,1856.0,1470.0,한식당
764,764,해장요리전문 임사부국밥 미사점,경기 하남시 미사강변한강로220번길 32 1층,748.0,592.0,한식당
765,765,오븐마루치킨 하남미사점,경기 하남시 미사강변동로 180-1 미사강변도시14단지 상가 1동 1층,771.0,631.0,치킨
766,766,퇴촌중앙갈비 하남점,경기 하남시 신장1로 28 1층,4946.0,4003.0,한식당
767,767,,,,,
768,768,츄릅(churrrp),경기 하남시 미사강변남로 91 2층 218호,2028.0,1624.0,간식
769,769,온담순대국 미사스카이폴리스점,경기 하남시 미사강변한강로 135 나동 1층 0155호,490.0,358.0,
770,770,종로김밥 미사역점,경기 하남시 미사강변동로 95 2층 2053호,1690.0,1360.0,분식
771,771,경양카츠 하남미사점,경기 하남시 미사강변북로30번안길 27 1층,1611.0,1324.0,돈가스
772,772,푸드박스 송파점,경기 하남시 감일로105번안길 19 1층 푸드박스 송파점,9673.0,7495.0,식당 아님
773,773,,,,,
774,774,,,,,
775,775,,,,,
776,776,정가네 돈오리,경기 하남시 검단산로 209,6100.0,4909.0,고기
777,777,,,,,
778,778,로스트피그 미사,경기 하남시 미사강변북로30번길 105 1층,1687.0,1382.0,고기
779,779,찌엔용,경기 하남시 미사강변동로 79 2층 204호,1812.0,1438.0,중국집
780,780,하남 정덮밥 미사점,경기 하남시 미사강변대로34번안길 11 스타프라자 2층 206호,2990.0,2423.0,식당
781,781,,,,,
782,782,가마솥순대국밥 미사중앙점,경기 하남시 미사강변중앙로 173 . 107108호(망월동 미사 리버에비뉴),1940.0,1557.0,식당
783,783,옥된장 미사스카이폴리스점,경기 하남시 미사강변한강로 135 나동 1층 0160호(스카이폴리스),490.0,358.0,
784,784,예원닭강정 하남점,경기 하남시 하남대로801번길 25 102호 예원닭강정,4729.0,3819.0,치킨
785,785,닭삼 바베큐치킨,경기 하남시 미사강변한강로224번길 8 1층 102호,668.0,564.0,치킨
786,786,청담동마녀김밥 미사점,경기 하남시 미사강변동로 85 힐스테이트 에코 미사 1층 112호,1759.0,1410.0,분식
787,787,,,,,
788,788,,,,,
789,789,탐라포차 미사강변점,경기 하남시 미사강변중앙로 185 2층 213호 214호,1829.0,1479.0,식당
790,790,,,,,
791,791,떠오름 푸드,충북 청주시 서원구 수영로8번길 24,142725.0,110530.0,식당 아님
792,792,꽈배기와 동그리,경기 하남시 하남대로783번길 28,4716.0,3783.0,베이커리
793,793,미미사500원양꼬치,경기 하남시 미사강변동로 127 경서타워 208호,1396.0,1141.0,아시안 음식
794,794,,,,,
795,795,뜸들이다 하남미사점,경기 하남시 미사강변대로226번안길 15 1층 109호,1647.0,1350.0,식당 아님
796,796,샤오바오 미사점,경기 하남시 미사강변동로 81 미사역 큐브앤타워 109호 110호,1753.0,1395.0,중국집
797,797,진 미사포구,경기 하남시 미사강변북로30번길 40,1560.0,1287.0,일식당
798,798,낙현식당,경기 하남시 하남대로 1043-28,3980.0,3165.0,일식당
799,799,길동우동 미사점,경기 하남시 미사강변중앙로204번길 22,1556.0,1254.0,일식당
800,800,백스비어 하남 미사점,경기 하남시 미사강변중앙로 218 1층 백스비어,1355.0,1119.0,호프
801,801,이태원 삼겹 미사점,경기 하남시 미사강변대로 208 우승프라자 1층 108 109 110 111호,1710.0,1366.0,고기
802,802,고메스퀘어 미사점,경기 하남시 미사강변동로 95 지하 1층 1069호 1096호,1690.0,1360.0,뷔페
803,803,,,,,
804,804,한마음정육식당 하남미사1호점,경기 하남시 미사강변대로 62 1층 101호102호103호,2964.0,2376.0,
805,805,슈슈브런치 하남감일점,경기 하남시 신우실로63번길 11 104 105 106호,9803.0,7629.0,
806,806,회장님댁 하남신장점,경기 하남시 신평로 59 2층,4750.0,3797.0,식당
807,807,카페마마스 하남스타필드점,경기 하남시 미사대로 750 2층 카페마마스,4661.0,3740.0,양식
808,808,,,,,
809,809,투다리 풍산점,경기 하남시 덕풍동로 111-10 제에이 109110호,3189.0,2542.0,일식당
810,810,한솥 미사역9번출구점,경기 하남시 미사강변동로 81 108호,1753.0,1395.0,식당 아님
811,811,솥단지 찹쌀순대국,경기 하남시 미사대로 520 제1층 제씨씨01-022 씨씨01-023호,1967.0,1638.0,식당
812,812,팔당돼지수제갈비,경기 하남시 미사대로 510 1층 104호 105호 106호,1894.0,1527.0,한식당
813,813,제이에이치 브루잉(JH Brewing),경기 하남시 미사강변서로 25 R125호,3438.0,2742.0,식당 아님
814,814,하남소곱창전골 불향기,경기 하남시 신장로136번길 22,4747.0,3745.0,고기
815,815,,,,,
816,816,추닭집 미사2호점,경기 하남시 미사강변중앙로111번길 4 102호,2553.0,2053.0,치킨
817,817,경성나루,서울 송파구 백제고분로39길 11 104호,13723.0,10901.0,한식당
818,818,청록 미나리식당 미사강변점,경기 하남시 미사강변한강로 135 다동 2층 231호,490.0,358.0,한식당
819,819,,,,,
820,820,라스트춘선 하남점,경기 하남시 미사강변중앙로 190 117호 118호,1735.0,1382.0,한식당
821,821,리미니 스타필드 위례점,경기 하남시 위례대로 200 스타필드시티 위례점 4층,13812.0,10847.0,양식
822,822,교촌치킨 하남감일점,경기 하남시 감일백제로 97 107호 108호,10438.0,8136.0,치킨
823,823,도미노피자 하남미사점,경기 하남시 미사강변서로 30,3380.0,2673.0,피자
824,824,도미노피자 하남감일점,경기 하남시 감일로88번길 20 1층,9845.0,7671.0,피자
825,825,,,,,
826,826,키토분식 미사역점,경기 하남시 미사강변동로 127 경서타워 106호,1396.0,1141.0,분식
827,827,레이크 비스트로,경기 하남시 미사강변중앙로 217 미사호수의아침1층 레이크비스트로,1495.0,1240.0,양식
828,828,미사리제면소,경기 하남시 아리수로 570 102동 2층 2062호,1212.0,1008.0,일식당
829,829,,,,,
830,830,만차이,경기 하남시 미사강변한강로158번길 5 101 호,359.0,301.0,중국집
831,831,화포식당 감일점,경기 하남시 감일백제로180번길 17 1층 111 112호,9638.0,7518.0,고기
832,832,김뚜껑 부대찌개 미사역점,경기 하남시 미사강변중앙로 173 1층 106호,1940.0,1557.0,한식당
833,833,로우프레스(lowpress),경기 하남시 미사강변한강로 270-1 201동 1층 1-158호,1335.0,1082.0,카페
834,834,패티바이번 위례점,경기 하남시 위례대로 200 지1층 B214호,13812.0,10847.0,햄버거
835,835,허니문한방삼계탕,경기 하남시 감이남로 50,11891.0,9291.0,한식당
836,836,맘스터치 하남감일점,경기 하남시 감이동 81-3,9720.0,7595.0,햄버거
837,837,,,,,
838,838,,,,,
839,839,하타네 하남미사점,경기 하남시 미사강변중앙로 180 1층 1008호 11-1bl,1821.0,1444.0,
840,840,,,,,
841,841,야키토리 미사(Yakitori misa),경기 하남시 미사강변동로 95 그랑파사쥬 1층 YAKITORI 미사 짱오락실 앞,1690.0,1360.0,일식집
842,842,뱃살도둑 미사점,경기 하남시 아리수로 570 효성헤링턴타워더퍼스트 1층 1081호,1212.0,1008.0,야채
843,843,,,,,
844,844,부빵(Beau pain),경기 하남시 미사강변한강로334번길 10 1층 101호(망월동),1711.0,1402.0,베이커리
845,845,채선당자연한가득 하남미사점,경기 하남시 미사대로 456 라파르코 3층,1281.0,1060.0,샤브샤브
846,846,블리스버거 하남감일점,경기 하남시 감이동 248-9,10412.0,8117.0,햄버거
847,847,푸라닭 하남미사역점,경기 하남시 아리수로 570 효성해링턴타워더퍼스트 1019호,1212.0,1008.0,치킨
848,848,루꽐라,경기 하남시 위례학암로14번길 35 경서 타워 1차 2층 208호,12698.0,9877.0,
849,849,더 퍼(The per),경기 하남시 하남대로 687 1층 더퍼,5718.0,4665.0,식당 아님
850,850,,,,,
851,851,한결보쌈 하남점,경기 하남시 미사강변대로34번안길 19 에이스플라자 105호,3039.0,2400.0,고기
852,852,,,,,
853,853,스트릿1988 하남감일점,경기 하남시 감일백제로180번길 17 퀸즈에비뉴 110호,9638.0,7518.0,카페
854,854,깡우동 하남미사점,경기 하남시 아리수로 570 1층 1026호,1212.0,1008.0,식당
855,855,황산 참치 테스타타워점,경기 하남시 미사강변서로 25 1층 황산참치(RB 107호),3438.0,2742.0,일식당
856,856,,,,,
857,857,,,,,
858,858,,,,,
859,859,구구족 하남점,경기 하남시 미사강변대로 64,2895.0,2327.0,고기
860,860,,,,,
861,861,카페 누이(cafe nue),경기 하남시 미사강변대로226번길 48 A+구산프라자 1층 105호,1232.0,1094.0,카페
862,862,스카이블랑,경기 하남시 미사강변중앙로170번길 12 미사신성타워 10층 1002호,1953.0,1568.0,식당
863,863,,,,,
864,864,자연미당 추어탕,경기 하남시 미사강변한강로 155 강변에스케이브이1센터 제1층 제근생141호 142호 143호,212.0,156.0,한식당
865,865,,,,,
866,866,무청감자탕 한강미사점,경기 하남시 미사대로 520 현대지식산업센터2차 C동 2층 22호,1967.0,1638.0,식당
867,867,,,,,
868,868,신선미 미사리우동(미사리본점),경기 하남시 미사강변대로54번길 125 1층 101~12호,2678.0,2142.0,분식
869,869,육회바른연어 하남신장점,경기 하남시 신평로 68,4710.0,3797.0,식당
870,870,카츠소당 하남점,경기 하남시 미사대로 520 현대지식산업센터2차 C동 2층 223호,1967.0,1638.0,돈가스
871,871,마장동고기집 미사점,경기 하남시 미사강변대로226번안길 17 1층 105 106 107 108호,1288.0,1163.0,고기
872,872,박쉐프 슈가네돈카츠,경기 하남시 미사강변서로 25 미사테스타타워지식산업센터,3438.0,2742.0,돈가스
873,873,,,,,
874,874,,,,,
875,875,요네즈,경기 하남시 감일중앙로 80 2005~2007호,9417.0,7360.0,일식당
876,876,자담치킨 미사중앙점,경기 하남시 미사강변북로 32,1331.0,1094.0,치킨
877,877,,,,,
878,878,,,,,
879,879,우마왕과 저팔계,경기 하남시 미사강변중앙로 193 에코브리지1 117118호 호수공원 무지개 다리 앞,1735.0,1411.0,고기
880,880,로쏘폴라레,경기 하남시 미사강변중앙로 193 3층 310호,1735.0,1411.0,까페
881,881,소담지짐이 위례점,경기 하남시 위례대로 220 위례지웰푸르지오 상가동 1층 104A호,13659.0,10718.0,식당
882,882,포코포코 하남미사점,경기 하남시 미사강변대로34번길 90 메인프라자 1층 107호,2892.0,2324.0,분식
883,883,생마차 하남미사점,경기 하남시 미사강변중앙로 180 힐스테이트 그랑파사쥬 1029호1061호,1821.0,1444.0,
884,884,,,,,
885,885,준이네 숯불닭갈비,경기 하남시 미사강변한강로 270-1 201동 1층 1-186호,1335.0,1082.0,고기
886,886,벤탄빌라 미사점,경기 하남시 미사강변남로 87 스타파크 117호 118호,2131.0,1723.0,아시안 음식
887,887,부어치킨하남미사점,경기 하남시 미사강변한강로334번안길 13 1층,1808.0,1495.0,치킨
888,888,라홍방마라탕 감일점,경기 하남시 감일백제로 89 성준프라자 1층 5~6호,10501.0,8181.0,중국집
889,889,해품장 팔팔장어 하남미사점,경기 하남시 미사대로 510 아이에스비즈타워 2층,1894.0,1527.0,해물
890,890,,,,,
891,891,,,,,
892,892,79대포 하남풍산점,경기 하남시 덕풍서로 80 114호,2631.0,2141.0,식당
893,893,코우게츠,경기 하남시 미사강변동로 95 1층 1040호,1690.0,1360.0,일식집
894,894,싸다김밥 미사역점,경기 하남시 미사강변동로 73 1층 115호 싸다김밥 미사역점,1839.0,1486.0,분식
895,895,,,,,
896,896,처갓집양념치킨 감일점,경기 하남시 감일백제로83번길 24 115호(감이동 G골든프라자),10408.0,8115.0,치킨
897,897,라멘온도,경기 하남시 미사강변동로84번길 29 1층 라멘온도,1828.0,1421.0,일식당
898,898,BBQ 하남망월점,경기 하남시 미사강변남로 125 미사역마이움푸르지오 102동 1층 123호,1856.0,1470.0,치킨
899,899,청년다방 미사역점,경기 하남시 미사강변중앙로 173 101102호,1940.0,1557.0,분식
900,900,,,,,
901,901,Permanent Chillin' 퍼머넌트 칠린,경기 하남시 미사강변중앙로 181 더 퍼스트 테라스 3층 315호,1869.0,1507.0,카페
902,902,오모로이 쇼쿠도,경기 하남시 감일중앙로 80 아클라우드 2층 2008호,9417.0,7360.0,식당
903,903,동대문 엽기떡볶이 하남 미사강변점,경기 하남시 미사강변대로 80 그린프라자 1층 106호,2742.0,2188.0,분식
904,904,솔라멘,경기 하남시 미사강변한강로 136 큰가람루 1층,616.0,476.0,
905,905,비스트로 홍,경기 하남시 미사강변중앙로170번길 10 제1층제106호,1982.0,1592.0,식당
906,906,바른곱창(감일점),경기 하남시 감일로88번길 26 101호,9797.0,7634.0,
907,907,스노우피크 랜드스테이션 하남,경기 하남시 미사동로 90 스노우피크 랜드스테이션 하남,1528.0,1237.0,식당 아님
908,908,미사맛집 배째 닭한마리 칼국수,경기 하남시 미사강변중앙로 220 107호 미사맛집배째닭한마리칼국수,1433.0,1167.0,고기
909,909,손님상,경기 하남시 미사강변동로 73 노블레스 1층 122호,1839.0,1486.0,한식당
910,910,매머드익스프레스 미사현대2차점,경기 하남시 미사대로 540 A-C 123호,2138.0,1760.0,카페
911,911,카페 보케리아,경기 하남시 미사대로 556,2303.0,1878.0,카페
912,912,마왕족발 하남감일점,경기 하남시 감일순환로 55 1층 106호,9847.0,7656.0,고기
913,913,꿀꿀진순대 미사점,경기 하남시 미사강변서로 22 에코큐브 지식 산업센터 1층 108호,3394.0,2682.0,식당
914,914,소주물 하남시청점,경기 하남시 하남대로776번길 61-10 1층,4619.0,3746.0,고기
915,915,신전떡볶이 감일점,경기 하남시 감일순환로 35-1 상가동 104호 신전떡볶이 감일점,9694.0,7546.0,분식
916,916,족슐랭 하남미사역점,경기 하남시 미사강변중앙로 190 1층 족슐랭,1735.0,1382.0,고기
917,917,,,,,
918,918,BBQ 하남미사중앙점,경기 하남시 미사강변한강로342번길 19 1층,1871.0,1542.0,치킨
919,919,,,,,
920,920,,,,,
921,921,페리카나 미사1점,경기 하남시 미사강변중앙로 223 113호,1423.0,1189.0,치킨
922,922,천년소나무,경기 하남시 서하남로19번길 62 천년소나무,9100.0,7017.0,고기
923,923,시온미반,경기 하남시 감일로 107 1층,9568.0,7410.0,한식당
924,924,바우네 나주곰탕 감일점,경기 하남시 감일백제로180번길 17 225호,9638.0,7518.0,
925,925,,,,,
926,926,예술피자 하남점,경기 하남시 아리수로 570 1층 1007호,1212.0,1008.0,피자
927,927,메이창,경기 하남시 미사강변대로226번길 64 201호 202호,1248.0,1105.0,중국집
928,928,,,,,
929,929,지호한방삼계탕 미사점,경기 하남시 미사대로 410 (미사강변오벨리스크) 3층 318호,954.0,784.0,한식당
930,930,토담옛날통닭 하남학암동점,경기 하남시 위례학암로14번길 35 경서타워 1 1층 102호,12698.0,9877.0,치킨
931,931,(주)바운스 슈퍼파크 하남센터,경기 하남시 미사강변한강로 135 스카이폴리스 나동 지하1층 B151 바운스,490.0,358.0,식당 아님
932,932,,,,,
933,933,스노우플렉스(SNOW FLEX),경기 하남시 덕풍천서로 77-9 스노우플렉스,3791.0,3099.0,
934,934,,,,,
935,935,,,,,
936,936,,,,,
937,937,미생맥주 하남감일점,경기 하남시 감일백제로 161 116호,9924.0,7779.0,호프
938,938,,,,,
939,939,금돈왕돈가스 육칼,경기 하남시 세미로1길 5 2층 202호,4129.0,3442.0,한식당
940,940,귀한족발 하남감일지구점,경기 하남시 감일백제로180번길 16 108~109호,9678.0,7547.0,고기
941,941,길동우동 하남감일점,경기 하남시 감일백제로180번길 17 120호,9638.0,7518.0,일식당
942,942,생활맥주 하남감일점,경기 하남시 신우실로63번길 15 NF써밋스퀘어 B동 106호,9845.0,7661.0,호프
943,943,그린콕(Green Cok),경기 하남시 감일백제로180번길 20 1층 102호,9671.0,7542.0,야채
944,944,웍 앤 누들,경기 하남시 하남대로 947 테크노밸리U1센터 B동 122호,4059.0,3364.0,한식당
945,945,라미향마라탕,경기 하남시 미사강변중앙로 181 201호,1869.0,1507.0,중국집
946,946,,,,,
947,947,,,,,
948,948,모모타코야끼 하남점,경기 하남시 미사강변한강로 135 스카이폴리스 지하1층 B170호,490.0,358.0,일식당
949,949,,,,,
950,950,처갓집양념치킨 북위례점,경기 하남시 위례대로6길 20-2 301동108호(학암동위례호반써밋),13128.0,10213.0,치킨
951,951,김복남맥주 하남미사역점,경기 하남시 미사강변중앙로 160 1층 104 106호,2076.0,1654.0,호프
952,952,,,,,
953,953,,,,,
954,954,동동밤,경기 하남시 미사강변중앙로 180 힐스테이트 미사역 그랑파사쥬 1층 1004호,1821.0,1444.0,한식당
955,955,이비티(ebt) 스타필드 하남점,경기 하남시 미사대로 750 스타필드 하남 1층 G269호,4661.0,3740.0,양식
956,956,달빛과일 하남점,경기 하남시 덕풍공원로 47 1층,4571.0,3640.0,카페
957,957,빽다방 미사센트럴자이점,경기 하남시 미사강변대로 84 1층 106호,2699.0,2157.0,카페
958,958,Bhc(비에이치씨) 미사호반점,경기 하남시 미사강변한강로 270,1359.0,1102.0,치킨
959,959,투다리 감일역점,경기 하남시 감일백제로180번길 20,9671.0,7542.0,일식당
960,960,풍미숯불꼼장어,경기 하남시 조정대로 45 미사센텀비즈 RB103호,3576.0,2843.0,해물
961,961,,,,,
962,962,,,,,
963,963,,,,,
964,964,남영동양문 하남미사점,경기 하남시 미사강변중앙로 220 1층 103 104호,1433.0,1167.0,고기
965,965,,,,,
966,966,테트리스찜닭 미사하남점,경기 하남시 덕풍북로 249 1층,3509.0,2768.0,한식당
967,967,코다리와 능이버섯 미사,경기 하남시 미사강변동로 121 더랜드시티 211호,1445.0,1177.0,한식당
968,968,,,,,
969,969,,,,,
970,970,아리수 정육식당,경기 하남시 미사대로 380 하나로마트 하남농협 2층,675.0,510.0,고기
971,971,에바돈가츠 감일점,경기 하남시 신우실로 61 120호,9726.0,7570.0,돈가스
972,972,서가네기절닭발,경기 하남시 미사강변한강로 270-1 미사강변호반써밋201동 1-102호 1층상가,1335.0,1082.0,고기
973,973,,,,,
974,974,두찜 하남덕풍점,경기 하남시 역말로 47-1 1층,5037.0,3982.0,한식당
975,975,짜란다,경기 하남시 위례학암로14번길 35 1층106호,12698.0,9877.0,중국집
976,976,미사국물닭발1982,경기 하남시 미사강변한강로 10-1 상가동 110호 108호,1823.0,1367.0,고기
977,977,하남불끈장어,경기 하남시 미사강변남로 125 101동 2층 212호,1856.0,1470.0,해물
978,978,,,,,
979,979,탕화쿵푸 감일점,경기 하남시 신우실로 67 2층 203호,9761.0,7625.0,중국집
980,980,,,,,
981,981,사나이 순대국,경기 하남시 신우실로 61 . 102호,9726.0,7570.0,한식당
982,982,,,,,
983,983,카페 아리온,경기 하남시 덕산로 80-11,4864.0,3966.0,카페
984,984,우리동네밥집 미사본점,경기 하남시 미사강변동로 72 102호 우리동네밥집 김밥&집밥 미사본점,1877.0,1485.0,분식
985,985,,,,,
986,986,,,,,
987,987,니하오마라탕 신장점,경기 하남시 신장로 139,4689.0,3723.0,중국집
988,988,치이익,경기 하남시 미사강변중앙로 219 107호,1472.0,1224.0,고기
989,989,운미가,경기 하남시 미사강변대로34번길 100 1층 104호,2801.0,2262.0,식당
990,990,,,,,
991,991,흥도식당 하남점,경기 하남시 미사대로 520 현대지식산업센터 2차 C동 2층 230231호,1967.0,1638.0,돈가스
992,992,용광루,경기 하남시 미사강변중앙로204번길 22,1556.0,1254.0,중국집
993,993,이가원(한식뷔페),경기 하남시 미사강변중앙로7번안길 25,3697.0,3076.0,한식당
994,994,,,,,
995,995,,,,,
996,996,,,,,
997,997,,,,,
998,998,힘난다버거 하남감일점,경기 하남시 감일중앙로 80 아클라우드상가 2층 G007호,9417.0,7360.0,햄버거
999,999,,,,,
1000,1000,,,,,
1001,1001,날쌘카페 하남미사점,경기 하남시 미사강변중앙로111번안길 11 1층,2541.0,2049.0,카페
1002,1002,쉐 울리엘(chez ulliel),경기 하남시 미사강변동로 100-1 1층 1109호,1499.0,1186.0,양식
1003,1003,솔솥 미사강변점,경기 하남시 미사강변중앙로 185 골든타임 115호,1829.0,1479.0,한식당
1004,1004,,,,,
1005,1005,,,,,
1006,1006,,,,,
1007,1007,마라이쉔,경기 하남시 하남대로783번길 28 일부호,4716.0,3783.0,중국집
1008,1008,,,,,
1009,1009,김준호의 대단한갈비 하남미사로데오점,경기 하남시 미사강변한강로 279 117호,1149.0,907.0,
1010,1010,,,,,
1011,1011,춘향골 남원추어탕 미사점,경기 하남시 덕풍서로 80 112 113호,2631.0,2141.0,식당
1012,1012,맘스터치 하남미사점,경기 하남시 미사강변대로 208,1710.0,1366.0,
1013,1013,광장 풍천장어,경기 하남시 검단산로 246 광장수제꼬치꼬치,5732.0,4616.0,일식당
1014,1014,써니핸드에프앤비둥둥치킨,경기 하남시 대청로116번길 59-3 10호,5640.0,4553.0,치킨
1015,1015,초광한식부페,경기 하남시 초광산단서로16번길 5,7221.0,5704.0,한식당
1016,1016,누나홀닭 하남풍산점,경기 하남시 덕풍동로 111-33,3132.0,2503.0,치킨
1017,1017,미사대패,경기 하남시 미사강변중앙로 185 209~211호,1829.0,1479.0,고기
1018,1018,,,,,
1019,1019,유브유부 위례점,경기 하남시 위례대로 190 1층 168호,13906.0,10912.0,일식당
1020,1020,모토이시 하남 미사점,경기 하남시 미사강변중앙로 180 힐스테이트 미사역 그랑파사쥬 1층 1028 1060호,1821.0,1444.0,고기
1021,1021,서울떡갈비&우이락 신세계스타필드하남점,경기 하남시 미사대로 750 지하1층,4661.0,3740.0,
1022,1022,최부자네,인천 연수구 경원대로467번길 18 덕수빌리지,54663.0,43578.0,일식당
1023,1023,송정상목장,경기 하남시 미사강변한강로 346 송정상목장,1822.0,1476.0,고기
1024,1024,,,,,
1025,1025,아토키토 하남위례점,경기 하남시 위례중앙로 185 근린생활시설동 1층 14호,14387.0,11263.0,야채
